url,fqdn,positives,total,detected_engines,scan_date
http://hanganenipp.iway.na/,hanganenipp.iway.na,1,88,"{'G-Data': {'detected': True, 'result': 'malware site'}}",2021-05-07 08:58:50
http://122.154.56.18/,122.154.56.18,5,87,"{'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:18
http://51.91.10.234/,51.91.10.234,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://111.229.161.199/,111.229.161.199,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:18
http://163.172.143.114/,163.172.143.114,1,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://182.254.151.198/,182.254.151.198,4,87,"{'CINS Army': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:17
http://insta-hack.com/,insta-hack.com,2,87,"{'Spam404': {'detected': True, 'result': 'malicious site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:09
http://111.186.58.254/,111.186.58.254,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://188.74.48.70/,188.74.48.70,2,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://13.74.46.65/,13.74.46.65,2,88,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://178.17.170.13/,178.17.170.13,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://49.233.166.251/,49.233.166.251,4,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://77.50.75.162/,77.50.75.162,4,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://14.225.27.115/,14.225.27.115,4,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://49.247.213.18/,49.247.213.18,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://178.151.182.123/,178.151.182.123,4,87,"{'Fortinet': {'detected': True, 'result': 'malware site'}, 'ADMINUSLabs': {'detected': True, 'result': 'malicious site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}, 'CLEAN MX': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://103.63.110.205/,103.63.110.205,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://159.203.119.85/,159.203.119.85,6,87,"{'CINS Army': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://49.234.64.13/,49.234.64.13,5,87,"{'CINS Army': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:17
http://132.232.59.78/,132.232.59.78,2,87,"{'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://73.207.192.158/,73.207.192.158,4,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://180.149.125.139/,180.149.125.139,3,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'ADMINUSLabs': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://134.122.112.56/,134.122.112.56,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://185.10.68.92/,185.10.68.92,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://186.67.229.154/,186.67.229.154,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://anonymous:anonymous@157.230.111.227/,anonymous:anonymous@157.230.111.227,8,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'Fortinet': {'detected': True, 'result': 'malware site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://31.172.30.4/,31.172.30.4,2,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://46.101.0.212/,46.101.0.212,4,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://37.48.120.196/,37.48.120.196,1,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}}",2021-05-07 08:53:19
http://204.48.30.227/,204.48.30.227,4,87,"{'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://139.155.236.78/,139.155.236.78,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://106.13.47.118/,106.13.47.118,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://185.220.101.1:58426/,185.220.101.1:58426,11,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'Sophos': {'detected': True, 'result': 'malware site'}, 'Fortinet': {'detected': True, 'result': 'malware site'}, 'ADMINUSLabs': {'detected': True, 'result': 'malicious site'}, 'CLEAN MX': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'MalBeacon': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}, 'Certego': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://103.235.170.195/,103.235.170.195,3,87,"{'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://121.201.95.66/,121.201.95.66,3,87,"{'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://116.110.111.248/,116.110.111.248,2,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:05
http://185.245.96.252/,185.245.96.252,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:05
http://213.176.60.74/,213.176.60.74,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://91.203.5.146/,91.203.5.146,1,87,"{'Webroot': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://61.141.235.103/,61.141.235.103,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://103.28.52.93/,103.28.52.93,3,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://94.198.43.89/,94.198.43.89,2,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://117.111.1.149/,117.111.1.149,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:04
http://106.54.67.25/,106.54.67.25,7,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CINS Army': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://185.220.101.4/,185.220.101.4,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'MalBeacon': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://107.182.131.117/,107.182.131.117,1,87,"{'Webroot': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://189.90.255.173/,189.90.255.173,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'AlienVault': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://185.34.33.2:18224/,185.34.33.2:18224,9,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'MalBeacon': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}, 'Certego': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://175.125.95.160/,175.125.95.160,3,87,"{'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://5.105.63.108/,5.105.63.108,6,87,"{'Sophos': {'detected': True, 'result': 'malware site'}, 'Fortinet': {'detected': True, 'result': 'malware site'}, 'ADMINUSLabs': {'detected': True, 'result': 'malicious site'}, 'Dr.Web': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'Forcepoint ThreatSeeker': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://64.227.72.109/,64.227.72.109,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CINS Army': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:18
http://111.229.162.36/,111.229.162.36,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://157.230.55.211/,157.230.55.211,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://92.63.199.9/,92.63.199.9,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:05
http://45.155.126.3/,45.155.126.3,3,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'Certego': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://101.32.29.100/,101.32.29.100,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://139.186.128.138/,139.186.128.138,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:06
http://185.41.212.214/,185.41.212.214,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://82.156.89.222/,82.156.89.222,3,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://212.64.100.82/,212.64.100.82,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
https://dopravny-podnik.webnode.sk/,dopravny-podnik.webnode.sk,1,87,"{'Netcraft': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:58:19
http://68.183.130.56/,68.183.130.56,7,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'AegisLab WebGuard': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}, 'Certego': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://104.248.193.0/,104.248.193.0,5,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://110.185.106.91/,110.185.106.91,7,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'BitDefender': {'detected': True, 'result': 'malware site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:19
http://v118-27-4-225.o4kn.static.cnode.io/,v118-27-4-225.o4kn.static.cnode.io,1,87,"{'CMC Threat Intelligence': {'detected': True, 'result': 'malware site'}}",2021-05-07 08:53:20
http://121.5.8.232/,121.5.8.232,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://167.99.224.10/,167.99.224.10,5,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://142.93.77.117/,142.93.77.117,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'CINS Army': {'detected': True, 'result': 'malicious site'}, 'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://113.160.245.152/,113.160.245.152,1,87,"{'EmergingThreats': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:05
http://216.218.134.12/,216.218.134.12,6,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malware site'}, 'Webroot': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'Spamhaus': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}, 'Forcepoint ThreatSeeker': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://www.qlsoft.site/update/update.tmp,www.qlsoft.site,1,87,"{'Sophos': {'detected': True, 'result': 'malware site'}}",2021-05-07 08:58:53
http://139.199.154.42/,139.199.154.42,3,87,"{'Comodo Valkyrie Verdict': {'detected': True, 'result': 'malicious site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
http://152.136.98.165/,152.136.98.165,6,87,"{'CRDF': {'detected': True, 'result': 'malicious site'}, 'CyRadar': {'detected': True, 'result': 'malicious site'}, 'EmergingThreats': {'detected': True, 'result': 'malicious site'}, 'Kaspersky': {'detected': True, 'result': 'malware site'}, 'IPsum': {'detected': True, 'result': 'malicious site'}, 'GreenSnow': {'detected': True, 'result': 'malicious site'}}",2021-05-07 08:53:20
